名称,纬度,经度
沙嘴,22.52158206,114.0295971
益田花园西①,22.51632163,114.0505686
中海华庭,22.53524474,114.0495557
益田中路,22.53426964,114.0512506
皇岗村北,22.53133704,114.0563301
会展中心,22.53520421,114.0537166
购物公园地铁站,22.53745951,114.0501418
中国银行大厦,22.54319032,114.1111379
深圳发展中心大厦,22.54097339,114.1135688
国贸,22.54368119,114.1135406
国贸①,22.54337025,114.1135917
罗湖医院,22.54001435,114.1178341
中国农科院深圳基因组所,22.57567048,114.4826961
水头村,22.56535844,114.4894014
水头市场,22.56929138,114.4891754
南坑埔小区,22.57333225,114.484906
上沙村,22.52739108,114.0302864
金地花园,22.52511136,114.0318025
下沙②,22.53165544,114.0199412
泰然九路,22.53358268,114.0198213
大工业区社康中心,22.70412822,114.3599944
南布路口,22.70591992,114.3591591
坪山区委区政府,22.70819928,114.3464041
坪山行政服务大厅,22.70668317,114.3624988
启兴生活区,22.70735463,114.3627705
龙田派出所,22.70689455,114.364489
萨米医疗中心,22.70859174,114.3728269
新中桥工业园,22.69120096,114.2994969
金碧新屋路口,22.68113646,114.3063045
宝龙生活区,22.68952713,114.304811
同心工业园,22.72273925,114.3093236
新布村路口,22.72330208,114.31042
新意物流大厦,22.73365355,114.2965059
沙背坜路口,22.73481117,114.2965308
兰一居民小组,22.73406138,114.3001194
兰水坣,22.73354489,114.3028009
大工业区体育中心,22.71618428,114.3487006
坪山丹梓大道路口,22.71836368,114.3499229
新南天家具,22.72363842,114.3561901
石井市场,22.69068078,114.3755376
石井社区,22.69375435,114.376305
欧姆龙,22.68307765,114.3820428
宝龙派出所,22.69169399,114.3057067
宝龙五路路口,22.6939458,114.2967921
方正微电子,22.69565198,114.3011795
老大坑,22.69865146,114.3055914
南同大道路口,22.69759801,114.3020332
恒森家具,22.72589118,114.3105097
吓坑A区,22.73000781,114.3111585
吓坑B区,22.73218079,114.3102916
池屋新村,22.73291573,114.3074796
松子坑,22.72357206,114.3512639
三角楼,22.73641949,114.3499567
盘古石,22.72771218,114.3523363
龙田街道办,22.72958058,114.3543099
坪山海关,22.72761567,114.3615723
石井街道办,22.68826135,114.3779387
横塘村,22.69784699,114.3806022
横塘路中,22.70131313,114.380568
龙岗坑尾村,22.70169651,114.2957698
景园公寓,22.69346915,114.3092366
多利高新科技园,22.6971817,114.3111406
新布村,22.72336253,114.319199
九九同心工业区,22.7255003,114.3153187
盘龙世居,22.7307833,114.3583024
坪山区群团活动中心,22.73164555,114.3532949
坪地文化宫,22.76544596,114.2964309
黄竹村,22.76114527,114.3018005
咸水湖,22.69455757,114.3885025
罗庚丘居民小组,22.71206585,114.3708279
绿基厂,22.71502573,114.3692657
大坑路口,22.70205168,114.3032823
龙岗救助站,22.70105569,114.3073398
鸿源工业区,22.70307435,114.3083413
新布工业区,22.72617981,114.3175853
万顺百货,22.73452094,114.3130704
吓坑第二工业区,22.73412768,114.312739
浪背市场,22.73497156,114.3190215
坪地中学,22.76905443,114.2990575
坪地中学东,22.76954807,114.2979878
中心幼儿园,22.7710279,114.2953618
怡心广场,22.77115175,114.2972665
坪洲百货,22.7722163,114.3020394
石灰围,22.76275113,114.3044379
沃尔核材,22.72239614,114.3758904
坑梓高速路口,22.73341217,114.3696293
西坑居民小组,22.73488546,114.3639497
秀山新村,22.73771786,114.3661926
坑梓中心小学,22.73919579,114.3658888
谢屋村,22.67910395,114.3149592
新龙路口,22.68454265,114.3202309
碧岭派出所,22.6845041,114.3205235
沙湖市场,22.67701897,114.3162624
沙湖社区,22.67607017,114.3162674
同乐第六工业区,22.73720584,114.3227178
浪背总站,22.73857347,114.3227027
深业东城国际,22.6814646,114.3248222
坪山城市候机楼,22.6825102,114.3280472
舒美实业,22.76850849,114.3043236
坑梓路口,22.77222301,114.303914
坪东路口,22.77152077,114.3053011
泰和路口,22.76609495,114.3083822
泰和花园,22.76674383,114.3105111
坪东学校,22.76815789,114.3107716
齐心科技园,22.72919929,114.3725967
坑梓中心幼儿园,22.73474283,114.3695832
井水龙居民小组,22.73849443,114.3689474
连展科技公司,22.71623813,114.3792404
上榨居民小组,22.67669259,114.3180797
创意厂,22.68333137,114.3179065
沙湖路口,22.68335798,114.3111974
新基德生活区,22.69123296,114.3112609
中集集团,22.67557467,114.3276023
黄沙坑,22.68023867,114.3349859
竹园村,22.67808024,114.3521997
坪山大道同富支路口,22.68695114,114.3338751
深业东城上邸,22.68469519,114.3314749
坪东社区,22.77039213,114.3075241
四方埔路口,22.76413989,114.3152054
四方埔社康中心,22.76304375,114.3165185
沙梨园,22.7088409,114.3809514
竹坑第一工业区,22.71334645,114.381312
连展厂,22.71492809,114.3827756
坪山澳子头村,22.68552827,114.3155739
金碧锦龙路口,22.6873046,114.3214809
富兴小区,22.67737185,114.320487
倚湖居,22.67724545,114.3243721
六联村路口,22.69093868,114.3357521
曾屋村,22.68018075,114.3432341
坪山公园,22.6896523,114.3383085
坪山第二外国语学校,22.68427438,114.3423281
坪山中学,22.68727258,114.3440795
高喜路电子厂,22.76841869,114.31458
凯业丰泰科技园,22.76667277,114.3185302
富地岗,22.77119411,114.3170592
牛眠岭村桥头,22.75931066,114.3224318
惠盐高速路口,22.76930654,114.3197802
青排村,22.75298627,114.3915031
薛屋新村,22.7529359,114.3933205
金沙文化广场,22.75694374,114.3928501
威万年自行车,22.75294787,114.3935036
龙山路口,22.7533845,114.3953891
金田学校,22.75458707,114.3963934
红树林,22.52740157,113.9949207
学府中学,22.51919362,113.9298419
园博园②,22.53514634,113.9965161
园博园①,22.53532179,113.9976802
侨城东路口,22.54407576,113.9932399
东方雅苑,22.52654949,114.0515387
皇岗村,22.5258925,114.0538101
时代财富大厦,22.53553248,114.0597796
福田村岗边坊,22.53636372,114.0797036
莲花村地铁站,22.55529802,114.0626989
福田水围村,22.51972751,114.0588934
滨江新村②,22.53805817,114.0977107
滨江新村①,22.53807937,114.0985926
滨河华强天桥,22.53754885,114.0831981
红岭南路①,22.53992256,114.0997306
坪山大道金沙路口,22.75774756,114.392488
坑梓派出所治安大队,22.7577681,114.395867
沙田社区,22.76128598,114.3961359
下廖居民小组,22.76661825,114.397224
沙田路口,22.75855094,114.3948566
沙田收费站,22.76451674,114.4119568
深圳人才园,22.53601554,114.0017089
东海花园,22.54065247,114.0179681
竹子林②,22.53640459,114.0070136
竹子林①,22.53654321,114.0078107
农林地铁站,22.54361827,114.0120549
深圳风湿病医院,22.53962167,114.0140703
福强路口,22.52254186,114.0606157
福田保健院,22.52581843,114.0568639
福民地铁站,22.52500874,114.0599491
鹿丹村,22.53844791,114.1032155
埔尾路,22.54115211,114.0982751
红岭南路②,22.5422394,114.0996914
骨科医院,22.54113473,114.1005273
大鹏下沙村,22.5719259,114.4449744
金沙湾,22.57471247,114.4544623
下叠福路口,22.59049475,114.4375882
咸头岭遗址,22.58963643,114.4390296
官湖村口,22.60669513,114.4261839
上叠福路口,22.59414777,114.4461741
深航大厦②,22.53778808,114.0153564
深航大厦①,22.53778907,114.0153574
高级中学南校区,22.54199311,114.0124879
东海实验小学,22.54355256,114.0140211
福田党校,22.57455849,114.0610629
岗厦村,22.53603965,114.0632038
福民公安小区,22.52196406,114.0619097
彩福大厦,22.53882192,114.0628849
福民新村,22.52501533,114.0630946
会展中心南,22.53125867,114.0524324
人民南地铁站,22.53756478,114.1137944
蔡屋围新七坊,22.54043895,114.1035678
深圳书城,22.54414761,114.1033393
荔都瑞峰路口,22.79072511,113.9295419
鲤鱼河工业区,22.79574381,113.9338166
深圳人才园②,22.53592047,114.0043882
上海宾馆西①,22.54335826,114.0754103
国贸②,22.54347225,114.1135947
益田花园西②,22.51652537,114.0507084
红树绿洲,22.51227759,114.0464974
石岩第二工业区,22.68848753,113.9278908
劳务工博物馆,22.68670144,113.9267937
盐田海鲜街路口③,22.58967017,114.2670199
草埔②,22.5862123,114.1124131
易瑞生物,22.60571755,113.886387
竹坑黄泥园,22.71178793,114.3812181
港龙,22.69233024,114.098113
协力工业园,22.68538807,114.3668594
辅城坳村委,22.69842933,114.0901055
民乐地铁站,22.59627705,114.0459467
坑梓大窝总站,22.75823908,114.3666389
诺菲巴斯德厂,22.7444482,114.3957729
长金路口,22.67524508,114.2256893
飞黄达科技园,22.79743821,113.9362129
彤创科技园,22.79865094,113.9394819
新陂头村,22.80612455,113.9371433
上海宾馆西②,22.5433417,114.0748683
上步南天桥①,22.53816869,114.0936463
福滨新村西,22.53342876,114.0720316
喜年中心,22.53689432,114.0191686
华发大厦①,22.54925428,114.085263
大板桥,22.53122935,113.91179
民田路中,22.54045383,114.0477927
宝安中心站,22.55833944,113.881728
联合工业区,22.69730083,114.2835066
嶂背总站,22.68152121,114.2337379
中海康城国际东,22.71180032,114.2035992
吉厦总站,22.62869057,114.1599883
北岗总站,22.81775297,113.9475571
光明滑草场,22.76028328,113.9579682
上村莲塘,22.8029447,113.903251
楼村公交总站,22.7844365,113.9300459
东发东进路口,22.75517212,113.9184117
九祥岭②,22.58740522,113.9498111
深云村,22.55851823,113.9887733
红岭北地铁站,22.56372661,114.0992526
TCL国际E城,22.5714618,113.9256908
凤凰台湾街,22.6885058,113.8389401
万科翡丽郡,22.73640992,113.8077039
奥创动力,22.72857429,113.8072101
上下围工业区,22.74808625,113.7907899
竞华电子,22.73426214,113.7932615
和一社康中心,22.71369899,113.7788533
861总站,22.70084325,114.3177956
红花岭工业区,22.76037042,114.2406284
爱联嶂背村,22.67878428,114.2348282
坪地汇源工业区,22.79520007,114.3254309
横坑尾公交总站,22.69657615,114.0683903
龙岗同乐村,22.71710681,114.3104104
清湖村,22.6744502,114.0526178
中梅路公交首末站,22.63086506,114.0228782
大浪宝坤工业区,22.6985702,113.9950064
鹅公岭总站,22.68363242,114.1502589
冼屋村总站,22.71328914,114.0248944
同胜村总站,22.68433355,113.9659985
浪静路口,22.6998653,113.9842874
观澜长途客运站,22.73033287,114.0889618
珠光北路,22.58199609,113.9536368
翠薇园,22.50262727,113.9235794
海昌街,22.48976078,113.9174218
留仙居,22.58626221,113.9432593
和一好万年,22.71876193,113.7791195
蚝二西海岸,22.73481927,113.7806695
锦程民主大道路口,22.73866256,113.7809969
盈利达,22.74994739,113.781963
积架宝威,22.74781961,113.7816225
锦程蚝乡路口,22.7431775,113.781221
深圳东站东广场,22.60522127,114.1164324
田头村总站,22.69439242,114.3926511
布吉西湖新村,22.59469807,114.1303975
回龙埔工业区,22.73348948,114.221293
比亚迪公司,22.64131408,114.4243985
文博宫,22.60526813,114.0966113
德琳学校,22.77940064,114.3116207
香林世纪华府,22.76523885,114.2747425
伍屋围村,22.69803201,114.1311114
群星广场始发站②,22.55160892,114.0831722
群星广场,22.55160701,114.0829682
海外装饰大厦③,22.54844634,114.0761509
华富路③,22.54603946,114.076213
华富路④,22.54432757,114.0762251
留仙洞地铁站,22.58376097,113.9414949
深职院西丽湖校区西门,22.58839487,113.9457455
沙头路口,22.72180945,113.7999001
鸿桥工业园,22.72193433,113.7767789
金沙名都,22.72112378,113.7957321
马安山股份合作公司,22.71788152,113.8073431
万丰派出所,22.71377204,113.8194604
海吉星路口,22.64886963,114.1466378
横东岭村口,22.65153506,114.1517088
海吉星物流园,22.64838648,114.1543529
长山工业区,22.80596696,114.3235231
将石同富裕,22.75881607,113.8896599
旭景佳园总站,22.62284794,114.0663892
赖屋村,22.67337347,113.9893354
新斜山社区公园,22.72944094,114.0075648
民治地铁站,22.62104078,114.0357728
玫瑰园,22.50188736,113.9198962
四海小区,22.50245929,113.9209068
半岛花园北,22.50289186,113.9292255
新秀地铁站,22.5505293,114.1444065
黄贝岭地铁站②,22.5489489,114.1326425
和一鸿江工业园,22.71055185,113.7797072
欧达可,22.71027144,113.7890415
蚝三丰泽园,22.7469391,113.7968471
红星工业区,22.76787388,113.8230937
隆平路口,22.64992092,114.0534804
大窝佳宝工业园,22.76645993,114.3638347
五和大道吉华路口,22.63753217,114.0553202
南联第五工业区,22.71110137,114.2591332
南联学校南,22.71118584,114.263276
龙南路口,22.71049861,114.2785806
利好国际创新中心,22.71205058,114.2830561
合泰御景翠峰,22.55611464,114.2163942
径口村,22.55557,114.21573
沙头角社康,22.55882976,114.2177293
盐港中学,22.58830847,114.2627728
中康公园,22.57106285,114.0528982
龙华第二实验学校,22.64577774,114.0287488
星际家园,22.76862171,113.8289655
罗田市场,22.79888264,113.8687534
沙四第三工业区,22.75167039,113.7985048
福田农批市场总站,22.56455498,114.0329098
曦城路口,22.588699,113.9045451
坂兴路口,22.64294916,114.0547225
华为软件中心,22.64736596,114.0537503
稼先路口,22.65515126,114.052681
威尔德电子厂,22.7252189,114.3946747
富业商品批发城,22.72968649,114.2861492
黄竹坑村,22.67329186,114.3114457
金源第三小区,22.68142409,114.2236179
源盛村东,22.71737092,114.2868683
大埔,22.7221356,114.288953
赤石岗小区东,22.72609671,114.2914681
龙新社区工作站,22.73527767,114.297961
海上世界地铁站,22.48865006,113.9104366
上塘派出所南,22.64886802,114.0111213
牛湖派出所,22.72515016,114.0738566
宏发工业区,22.6671866,113.9122394
鸿景园,22.57769717,113.8844554
翻身实验西校区西,22.70679847,113.7911414
火车站337总站,22.53718843,114.1121148
梅山苑,22.56715835,114.0314535
马山头,22.77700403,113.8783071
马山头第四工业区,22.77572275,113.875051
鸿华玩具厂,22.77569583,113.8751312
公明西环路口,22.78792719,113.8659637
公明汽车站东,22.77843914,113.8879328
宝丰商场,22.67838666,114.2276167
百事可乐,22.67818957,114.2290085
五丰,22.67931975,114.2316407
李中村总站,22.77522947,114.3981119
雷柏厂,22.74343906,114.3919928
水湾地铁站,22.4915717,113.9152082
荣超花园④,22.59559282,114.1107229
高新园地铁站,22.5422211,113.9490492
星光之约②,22.61114421,114.0549613
创维天桥,22.64808752,113.9173138
海上世界南,22.48507035,113.9129828
中心书城北,22.55135176,114.0545367
月亮湾花园东,22.49670371,113.886493
锦绣中华①,22.53634543,113.9865722
上梅林总站,22.57115548,114.053103
何香凝美术馆②,22.53737823,113.9754514
海月地铁站①,22.50205739,113.9328552
高新奇工业区,22.57612816,113.9165746
深云村总站,22.55637818,113.9861959
深大沧海宿舍楼,22.53380596,113.9378628
佳得宝,22.75023987,114.2780264
宝龙比亚迪,22.68330474,114.2728747
水蓝湾,22.72982327,114.2157881
大浪新围村总站,22.69615551,113.988517
坪山充电站,22.68885276,114.3354427
竹坑总站,22.71369794,114.3978177
新生总站,22.74932463,114.266365
碧岭社区,22.66860112,114.2747846
坪地同兴厂,22.78521271,114.2842873
坪山昌红,22.66821135,114.3265374
宝华油站,22.64190343,113.9215726
乌料龙,22.76501159,114.2768623
东门⑤,22.55186137,114.1176651
沙头角地铁站,22.55710789,114.2167147
永安北三街路口,22.60021076,114.242571
深圳软件园西,22.54844525,113.9336405
长岭陂地铁站,22.60190444,114.0062403
塘朗地铁站,22.59306119,113.9944826
深圳人才园①,22.53592735,114.0044281
红树湾地铁站,22.52802491,113.9630618
沙河东公交总站,22.52828142,113.9628652
瑞河耶纳南门,22.52825331,113.9713675
东晓街道办③,22.58377965,114.1137013
澳美厂,22.69535823,114.252261
横岗西坑村,22.62253873,114.218771
名人居家具厂,22.75797531,114.4049394
坑梓公交基地,22.76375658,114.4096343
同富裕工业区,22.75466728,114.3610851
六约地铁公交接驳站,22.63817839,114.176756
万科总站,22.70554018,114.3416956
赤坳总站,22.66470546,114.3608501
宝龙总站,22.70378096,114.3122406
宝龙站,22.70131014,114.3172663
楼村市场,22.78560113,113.9214616
楼村新村,22.7875914,113.922409
晶像通厂,22.78936573,113.9265393
梧桐山综合大楼,22.59599655,114.1858525
大望桥,22.6056822,114.1631584
大望新平村,22.59968735,114.169143
上梅林地铁站,22.57373256,114.0540577
M286总站,22.72818379,114.0077364
横岗地铁站①,22.65081395,114.2038256
横岗地铁站②,22.6510423,114.2041102
汇聚创新园,22.58469778,113.9228766
简龙村委,22.66638954,114.2399198
海外装饰大厦①,22.54797548,114.0760189
招商银行大厦③,22.53861433,114.0170005
八卦二路,22.56150099,114.0940391
八卦六街,22.56240392,114.0917134
华富路始发站②,22.5466154,114.076251
华富路始发站④,22.54773539,114.0761599
华富路始发站③,22.54740141,114.0761629
华富路始发站⑨,22.54887932,114.0761398
华富路始发站⑥,22.54852034,114.0761488
华富路始发站⑤,22.54797437,114.0761569
华富路始发站①,22.54582248,114.076216
望海东滨路口,22.5060209,113.9470278
观湖工商联,22.7022026,114.0419079
园兴酒店,22.7050625,114.0420745
新石桥村,22.73357657,114.0595438
精科模具,22.75739907,113.8694323
东方立业路口,22.76334219,113.8503339
松岗综合执法队,22.76707059,113.863948
联投东方,22.76264743,113.8535365
深莞电子城,22.76401129,113.8480673
龙岗高级中学,22.64018361,114.1765353
龙园公园,22.73518806,114.2633634
珠光村②,22.57556876,113.9532309
泥岗村②,22.56803439,114.0918061
公明将石红太阳站,22.76767041,113.912006
昂纳集团,22.72152996,114.3816854
横岗长途汽车站,22.6764779,114.2208079
钓鱼场俱乐部,22.62029129,114.0710522
东海工业区,22.65373837,114.2408423
深业御园,22.73763204,114.3857347
新陂头工业园,22.81089733,113.9333012
鑫博盛科技园,22.79376516,113.9334062
聚龙山公园,22.72529673,114.3876305
资本市场学院东,22.60046464,113.9644303
翠海花园②,22.55225227,114.0087872
一号闸门,22.4976728,113.8688247
上步南,22.53965365,114.0914407
朗山路西,22.55970949,113.9303349
汇金家园,22.5511489,113.9229797
艺园深南立交,22.54353714,113.9223655
同乐村,22.5683727,113.916861
太安路东,22.57158362,114.1371203
世界之窗地铁接驳站,22.54031096,113.9683865
草埔地铁站,22.58544703,114.1119514
喜德盛碳纤,22.72224183,113.8798339
恒海工业园,22.7401356,113.9008829
鼎丰科技园,22.73153617,113.8445186
东门②,22.55001247,114.1165863
奔达康,22.73709985,114.3759804
深南北环立交（关内）07,22.55372398,113.9060327
宝安实验学校①,22.55142096,113.8967233
宝安实验学校②,22.55136696,113.8967833
宝安实验学校③,22.55116798,113.8969885
民主新村,22.73639131,113.7710771
新安中学高中部南,22.55490106,113.8723194
龙东汽车站,22.72847129,114.280523
吉华街道办,22.6536532,114.1080092
龙岗中学,22.7380708,114.2678403
华南城交易中心,22.68203693,114.1225005
沙湾汽车站②,22.61374765,114.1576379
国土局,22.70317211,114.1306971
丹平人行天桥,22.63153098,114.1517893
荣超花园⑤,22.59525774,114.1105486
坂田路口,22.6431201,114.0547364
深惠交界处,22.80531984,114.3263189
黄埔旧村,22.71981946,113.8427769
横岗下工业区,22.72951959,113.8584047
湾厦下工业园,22.76788762,113.7992997
大鹏新区管委会,22.64186146,114.4135676
奔康工业区,22.64121328,114.4200785
永和路中,22.68357761,113.7879739
龙光地产大厦,22.54981122,113.8803896
宝安实验学校④,22.55054602,113.897655
宝安实验学校⑤,22.55162594,113.8965141
新城联检站Ⅲ2,22.55066901,113.8975159
新城联检站Ⅲ3,22.55057202,113.8976259
新城联检站Ⅲ4,22.55049402,113.897713
新城联检站Ⅲ5,22.55031803,113.897678
新城联检站Ⅲ6,22.55038602,113.8978361
新城联检站Ⅲ7,22.55033602,113.8978921
新城联检站Ⅲ8,22.55016903,113.8980743
新城联检站Ⅲ9,22.55003803,113.8982054
新城联检站Ⅲ10,22.54994403,113.8983004
新城联检站Ⅲ11,22.54984504,113.8982774
长发门诊部,22.63340503,114.0517955
华为b区,22.60700029,114.0535192
西湖塘新村,22.77409151,114.3083008
沙二路口,22.78474713,113.8213981
阳光玫瑰园,22.5047662,113.8908562
欢乐海岸总站,22.52371443,113.9844394
天天乐,22.63896997,114.1837493
德芳路口,22.67101515,113.8128165
下十围路口,22.66047817,113.8206852
龙珠花园①,22.60678398,114.1203283
木棉市场,22.60632816,114.1256006
清湖山庄总站,22.60636522,114.0979845
上水径天桥,22.62151137,114.1049042
华为单身公寓,22.65390146,114.0575069
白鸽湖②,22.69424528,114.0832949
南大富,22.71710294,114.0648459
御溪城,22.77203272,113.8253084
黄埔小学,22.71645682,113.8424553
广田股份,22.81874357,113.8652944
泰德创新科技园,22.69124238,113.7870053
光明城站（总站）,22.73678756,113.9494152
十号路口,22.51111801,113.8834903
月亮湾填海区总站,22.51129852,113.8844345
坪地派出所,22.7732035,114.3057005
永兴电子厂,22.68524272,114.1572252
横岭路,22.6996059,114.1320283
荔园批发市场,22.69606635,114.1302777
侨新花园,22.75757921,113.9452425
汉海达,22.77849612,113.8540747
翡翠阳光名苑,22.77598229,113.8523448
松岗中英文学校,22.77384996,113.8491904
松岗汽车站,22.77311206,113.8466793
望牛亭公园,22.67912052,113.811302
松岗第二小学,22.76412247,113.8551942
车公庙始发站①,22.53548985,114.0193662
车公庙始发站②,22.53568496,114.0193223
环坪教育北路口,22.78674775,114.2915122
粤斯特,22.77225865,114.2822889
香瑞园,22.56354106,113.9846952
香象工业园,22.65413426,113.9162457
金融路口,22.55166595,114.2269088
妈湾发电厂,22.47903192,113.8740291
东宝行政督导处旧址,22.80302077,113.8567663
民治天虹,22.61325511,114.0391863
七星湾路口,22.55676176,114.542394
简上社区公园,22.63984421,114.0042418
部九窝路口,22.64292298,114.0024641
创业花园,22.62142529,114.016204
清湖地铁站（临时站）,22.666141,114.0309211
浪口社区,22.68461076,113.9966112
前进公社,22.76685457,113.855172
葵涌比亚迪路口,22.64166552,114.4135967
永安南城,22.64779913,114.0152924
丽景海景酒店,22.53430933,114.4865914
宝安机场,22.64915054,113.8148573
南头检查站①,22.55451277,113.9064018
瑞万佳商业城,22.67780311,113.787383
福海消防主题公园,22.67767648,113.7800871
松福高速路口,22.67780912,113.7781343
坪山规自局,22.70505417,114.3446236
聚龙花园,22.72513785,114.3818321
葵新社区,22.62341772,114.422201
盐田海鲜街路口②,22.58978798,114.2672329
石岩公学西,22.67794042,113.93485
苑都新村,22.6808794,113.9332205
捷家宝大门,22.6897117,113.9628199
罗租上村,22.67351566,113.932232
牛地埔,22.66218393,114.0095413
马田收费站,22.78217884,113.8588282
赤湾村,22.48186941,113.8823697
松岗派出所临时站,22.77514302,113.827065
塘下涌市场,22.8017068,113.8371922
大埔工业区,22.81755299,113.8543398
沙四上善居,22.75103254,113.802606
燕景综治维稳办,22.80687725,113.8594721
三联路中,22.66199087,114.0185828
富泉新村南,22.66951456,114.0292292
樟坑径路口,22.6933836,114.0716383
庄村路口,22.72623529,113.8454663
沙井金沙市场,22.72567412,113.8020993
机场东地铁站-05,22.65005656,113.8186975
机场东地铁站-06,22.65030415,113.818506
平湖钢材市场,22.67702684,114.1507506
群星广场始发站①,22.55160985,114.0833442
南头检查站②,22.55432591,113.9060897
南头检查站（关内）10,22.55375891,113.9062088
南头检查站（关内）09,22.55377291,113.9061958
南头检查站（关内）03,22.55376799,113.9059967
南头检查站（关内）02,22.5536341,113.9057577
车公庙始发站③,22.53573198,114.0193153
车公庙始发站④,22.53582302,114.0192974
坑梓街道办,22.74667742,114.3668305
奇利田公司,22.66682362,113.9263253
爱群路口,22.68864428,113.9225002
罗租工业区,22.66844825,113.9239527
澳子头社康中心,22.68215563,114.3147493
黄田派出所②,22.63102189,113.8329329
巨基科技园,22.75903948,113.8219281
龙华中心小学,22.66069009,114.0157814
国鸿大厦,22.67107769,114.0359242
海关西丽培训中心,22.63703474,113.9436256
西丽麻磡村总站,22.63730291,113.9478361
温馨路口,22.68153227,113.8205765
航城路口,22.61044097,113.8462717
松元厦地铁站②,22.72299832,114.0604048
桂芳园,22.62180787,114.1383851
水田第四工业区,22.70392683,113.9578351
鑫鑫田工业园,22.73394448,113.7829912
恩斯迈北门,22.6688216,113.908268
民主社区,22.73691234,113.7761278
福兴油站,22.714616,113.8333938
新桥天虹商场,22.72281024,113.8235288
世纪华联百货,22.76744636,113.9041756
黄田派出所,22.6311469,113.832949
银田新村,22.58521008,113.8542014
华丽环岛,22.55518859,114.129912
深圳戏院,22.54785217,114.1113599
东门街道办,22.55108683,114.1137355
晒布路,22.55250797,114.1162606
渔景大厦,22.53754842,114.1094057
大磡二线路中,22.63256781,113.967305
王京坑村口,22.63035836,113.9683458
大磡二村口,22.62421766,113.9739643
大磡工业区,22.62346003,113.9724709
大磡社康中心,22.62167758,113.9702431
永湖地铁站,22.66183365,114.213339
吉祥地铁站②,22.71279419,114.2397827
吉祥地铁站①,22.71290126,114.2403041
龙城广场地铁站①,22.71986336,114.2496485
丹竹头地铁站③,22.62260918,114.1423707
丹竹头地铁站②,22.62233551,114.1425392
盐保北区总站,22.58732791,114.2542774
布吉联检站⑴,22.58690668,114.1103729
布吉联检站⑵,22.58676973,114.110422
布吉联检站⑶,22.58665679,114.1104891
布吉联检站⑷,22.58640988,114.1105682
布吉联检站⑸,22.58629093,114.1106223
布吉联检站⑹,22.58619299,114.1106904
布吉联检站⑺,22.58606104,114.1107335
布吉联检站⑻,22.58592812,114.1108186
布吉联检站⑼,22.5857433,114.111035
布吉联检站⑾,22.58560251,114.1112994
布吉联检站⑽,22.58571045,114.1112273
布吉联检站⑿,22.58598029,114.111065
布吉联检站⒀,22.58610221,114.1109689
布吉联检站⒁,22.58651896,114.1107004
布吉联检站⒂,22.58677601,114.1108156
布吉联检站⒃,22.58693884,114.1106013
华强路口,22.54913462,114.0801728
机场东地铁站,22.64964942,113.8164535
机场东地铁站-01,22.65029651,113.8171012
机场东地铁站-02,22.65037304,113.8184538
机场东地铁站-03,22.65025423,113.8185451
机场东地铁站-04,22.64983501,113.8173168
椰风路口,22.51378713,114.0548558
鹏程一路南,22.54391366,114.0467519
泥岗村北,22.57202696,114.0928515
下沙小学,22.52726508,114.0183581
下沙总站,22.52778981,114.0177375
怡华工业区,22.62463865,113.9770649
华美嘉配送中心,22.6639119,114.1196604
同胜学校,22.6826027,113.9788389
白芒路口,22.63809746,113.9270496
锦鲤农贸市场,22.70544402,114.0431857
水围工业区,22.68575926,113.9920807
香域中央花园,22.55167639,114.0125042
棉山路口,22.49820887,113.8798761
华创达科技园南,22.59986318,113.8299269
宝安行政中心,22.55626014,113.879551
凯旋城,22.55223546,113.8925178
渔业社区,22.56939034,113.8639306
石岩汽车站,22.68599418,113.9247981
官田星城站,22.68365799,113.9430914
莲花北村②,22.56029905,114.0479472
笋岗工艺城,22.56155995,114.1026113
北环香蜜立交,22.55970173,114.0173792
望成大厦,22.67959862,114.0322606
金豪创业园,22.73945461,114.0212607
新澜公司,22.70834494,114.061358
留仙洞地铁站西,22.58370232,113.9369637
上芬小学,22.63904979,114.0135631
水榭山,22.5990052,114.0265593
南贤广场,22.62360578,114.0256796
龙岗天安数码城西,22.72404966,114.2110867
全一电子,22.60541994,113.8361661
布吉东大街,22.61519962,114.1355869
地中海,22.61084797,114.1347082
东大街总站,22.61038479,114.1345398
新田总站,22.70682314,114.090268
横岗街道办,22.64434033,114.193331
福星沃尔玛,22.53475815,114.0762167
福星路口,22.53490332,114.0747199
福安街,22.53939135,114.0743697
潭头新二村门口,22.75447361,113.8356672
宝德科技,22.68933489,114.0566434
国科大医院东院区,22.75464343,113.9410706
光明区政府南,22.74700156,113.9326089
光明区城市展示馆,22.74289624,113.9388103
西田村,22.80029649,113.8968125
西柚里,22.79341273,113.8799655
公明大围幼儿园,22.76572944,113.9055172
楼村路口,22.78159375,113.9148529
文锦渡客运站,22.54256602,114.1240757
御龙居,22.59304362,113.8871587
可园总站,22.60667935,114.1310803
清湖总站,22.67133157,114.0557405
万科中心,22.60185549,114.2994167
万科第五园,22.61859862,114.067251
明兴市场,22.76225121,113.8526625
东方玻璃,22.75908908,113.851943
深澜产业园,22.72104158,114.0217388
外径工业园,22.71900856,114.0237874
核电工业园,22.71640613,114.0227329
观澜天虹东,22.69843046,114.0438312
坪山泰华总站,22.69329392,114.3407877
长丰工业区,22.7602224,113.9139323
田寮邮电所,22.72928287,113.9001011
钧达厂,22.72792438,113.8950288
明发悦庭,22.72839269,113.8915507
